lobbyist_action,uid,registrant_name,organization,employer,nature_of_business,subj_num1,subj_1,desc_1,subj_num2,subj_2,desc_2,subj_num_3,subj_3,desc_3,subj_num4,subj_4,desc_4,subj_num5,subj_5,desc_5
"HB0003
HB0006
HB0007
HB0009
HB0012
HB0013
HB0022
HB0025
HB0035
HB0038
HB0040
HB0041
HB0044
HB0047
HB0049
HB0051
HB0059
HB0064
HB0068
HB0074
HB0076
HB0082
HB0088
HB0096
HB0097
HB0107
HB0109
HB0111
HB0115
HB0123
HB0131
HB0141
HB0145
HB0147
HB0154
HB0157
HB0159
HB0161
HB0162
HB0167
HB0169
HB0170
HB0177
HB0189
HB0190
HB0193
HB0200
HB0214
HB0223
HB0230
HB0259
HB0261
HB0279
HB0280
HB0283
HB0284
HB0289
HB0300
HB0307
HB0308
HB0310
HB0329
HB0332
HB0334
HB0339
HB0341
HB0342
HB0344
HB0347
HB0358
HB0361
HB0363
HB0364
HB0382
HB0385
HB0410
HB0413
HB0416
HB0426
HB0430
HB0439
HB0441
HB0454
HB0464
HB0477
HB0481
HB0487
HB0488
HB0499
HB0503
HB0511
HB0515
HB0518
HB0523
HB0535
HB0544
HB0546
HB0547
HB0548
HB0549
HB0550
HB0551
HB0552
HB0556
HB0568
HB0577
HB0580
HB0582
HB0588
HB0631
HB0640
HB0660
HB0661
HB0664
HB0698
HB0704
HB0705
HB0718
HB0745
HB0750
HB0753
HB0771
HB0772
HB0793
HB0794
HB0808
HB0812
HB0814
HB0824
HB0830
HB0834
HB0839
HB0840
HB0853
HB0857
HB0874
HB0877
HB0904
HB0908
HB0910
HB0915
HB0933
HB0952
HB0958
HB0971
HB0974
HB0988
HB0995
HB1018
HB1022
HB1035
HB1057
HB1066
HB1180
HB1239
HB1248
HB1271
HB1291
HJ0001
SB0001
SB0005
SB0015
SB0017
SB0018
SB0019
SB0024
SB0026
SB0027
SB0033
SB0037
SB0040
SB0045
SB0054
SB0059
SB0060
SB0066
SB0073
SB0077
SB0081
SB0084
SB0086
SB0087
SB0088
SB0089
SB0092
SB0093
SB0098
SB0103
SB0105
SB0107
SB0110
SB0111
SB0113
SB0118
SB0123
SB0126
SB0143
SB0144
SB0151
SB0154
SB0156
SB0159
SB0173
SB0181
SB0185
SB0186
SB0187
SB0190
SB0192
SB0201
SB0202
SB0211
SB0222
SB0224
SB0225
SB0235
SB0250
SB0251
SB0257
SB0281
SB0282
SB0285
SB0290
SB0293
SB0317
SB0330
SB0340
SB0341
SB0357
SB0365
SB0379
SB0409
SB0412
SB0424
SB0427
SB0459
SB0460
SB0469
SB0470
SB0477
SB0478
SB0482
SB0499
SB0505
SB0516
SB0540
SB0547
SB0548
SB0549
SB0550
SB0551
SB0552
SB0555
SB0564
SB0567
SB0569
SB0571
SB0590
SB0598
SB0601
SB0611
SB0613
SB0652
SB0655
SB0656
SB0658
SB0663
SB0664
SB0677
SB0689
SB0697
SB0743
SB0744
SB0745
SB0747
SB0758
SB0759
SB0761
SB0781
SB0786
SB0790
SB0798
SB0806
SB0828
SB0843
SB0845
SB0850
SB0858
SB0859
SB0876
SB0889
SB0895
SB0905
SB0921
SB0923
SB0924
SB0941
SB0942
SB0950
SJ0004",A021508, Ashley  Egan, Unitarian Universalist Legislative Ministry- Maryland, UULM-MD," Legislative body for the Unitarian Universalist faith, C/O Unitarian Universalist Church of Annapolis",1,Criminal Law - Procedure,"Gun Violence Prevention, Criminal Justice Reform",2,Environment,Climate Change,3,Other,Immigration Reform,4,Public Health,"Health Care Reform, Medical Aid in Dying, Reproductive Justice",,,
,A021510, Major F Riddick Jr.," Strategic Solutions Center, LLC", OAKLAND CONSULTING, TECHNOLOGY,1,Other,TECHNOLOGY,,,,,,,,,,,,
"SB828, HB 988, SB 670, HB 724, SB 591, HB 566",A021512, Christopher  Costello, Public Sector Consulting Group, Howard County Chamber of Commerce, Nonprofit Business Association,1,Business Regulation and Occupations,,2,Economic and Community Development,,3,Environment,,4,Private Sector Labor and Industry,,5,Unemployment Insurance,
,A021514, J. Darrell  Carrington," Carrington & Associates, LLC", B&B Partnership Initiative, Utility Company Specialized in Buried Infrastructure,1,Local Government - Generally,,2,Counties - Generally,,3,Energy,,4,Utility Registration,,,,
SB1;SB86;SB158;HB319;SB224;HB230;SB516;HB556;SB590;HB718;SB690;HB1214;HB32;SB124;HB68;SB143;HB152;HB253;SB262;HB293;SB12;HB378;SB310;HB389;SB34;HB449;SB323;HB466;SB824;HB525;HB530;HB723;SB526;HB551;SB547;HB584;HB592;SB418;HB678;SB640;HB847;SB447;HB908;SB613;HB928;HB934;SB779;HB950;SB836;HB954;HB983;SB327;HB987;SB672;HB1067;SB508;HB1087;SB796;HB1118;SB777;HB1139;HB1204;HB1262;SB437;SB103;SB155;SB433;SB434;SB866,A021516, Jon Colby Ferguson," Maryland Farm Bureau, Inc.", Maryland Farm Bureau, Maryland Farm Bureau,1,Agriculture,,2,Natural Resources - Generally,,3,Operating Budget,,4,Environment,,,,
,A021517, Jon Colby Ferguson," Maryland Farm Bureau, Inc.", Maryland Farm Bureau, Maryland Farm Bureau,1,Agriculture,,2,Natural Resources - Generally,,3,Operating Budget,,4,Environment,,,,
,A021518, Major F Riddick Jr.," Strategic Solutions Center, LLC", HCD INTERNATIONAL, IT,1,Other,TECHNOLOGY,,,,,,,,,,,,
"HB 256, SB 56, , HB 30, SB 7",A021520, Christopher  Costello, Public Sector Consulting Group, Maryland Society of Professional Engineers, Nonprofit Professional Association,1,"State Government - Agencies, Offices, and Officials",,2,State Government - Regulations and Procedures,,3,Taxes - Sales and Use,,,,,,,
HB906; HB596; HB430; HB115,A021522, Chad Michael Reese, Institute for Justice, Institute for Justice, non-profit public interest law firm,1,Other,qualified immunity reform,2,Business Regulation and Occupations,,3,Civil Actions and Procedures,,4,Other,Law Enforcement,,,
"- Supporting the CareFirst lobbying Team regarding providing information related to general State budget matters and legislation related to the Health Services Cost Review Commission.
- Supporting CareFirst Staff on recommendations and meetings of the Health Services Cost Review Commission and the Maryland Health Care Commission.",A021524, Stephen Michael Ports, Steve Ports Consulting, CareFirst BlueCross BlueShield, Health insurance carrier,1,Health Care Facilities and Regulation,,2,Insurance - Health,,,,,,,,,,
,A021526, Major F Riddick Jr.," Strategic Solutions Center, LLC"," Kyndryl, Inc.", Information Technology,1,Other,TECHNOLOGY,,,,,,,,,,,,
"HB 256, SB 56, HB 942",A021528, Christopher  Costello, Public Sector Consulting Group, American Council of Engineering Companies/MD, nonprofit business association,1,Environment,,2,Business Regulation and Occupations,,3,Transportation - Generally,,4,Taxes - Sales and Use,,5,Private Sector Labor and Industry,
,A021530, Major F Riddick Jr.," Strategic Solutions Center, LLC"," INCAPSULATE, LLC", TECHNOLOOGY,1,Other,TECHNOLOGY,,,,,,,,,,,,
,A021532, Major F Riddick Jr.," Strategic Solutions Center, LLC", Cigna Health and Life Insurance Company, Insurance Company,1,Insurance - Health,,,,,,,,,,,,,
"HB 2; HB 153; SB 31; HB 275; SB 247; HB 82; SB 201; HB 183; SB 298; SB 735; HB 1234; HB 541; SB 274; HB 381; HB 510; SB 321; 
HB 883; SB 791; HB 1219; SB 893; SB 610; HB 843; SB 880; HB 309; SB 574; HB 395; SB 223; HB 579; SB 494; HB 984; SB 367; SB 79; 
HB 184; HB 191; HB 384; SB 248; HB 549; SB 555; SB 240; SB 828;HB 988",A021534, Denise Marie Riley, AFT-Maryland, AFT-Maryland, Labor Union,1,Capital Budget,,2,Education - Miscellaneous,,3,Higher Education,,4,Community Colleges - Local Bills,,5,Public Safety,
HB 2,A021536, Kenya  Campbell, AFT Maryland, AFT-Maryland, Labor Union,1,Education - Miscellaneous,,2,State Government - Personnel,,,,,,,,,,
"HB 153; SB 31; HB 2;
HB 275;
SB 247;
HB 82;
SB 201;
HB 183;
SB 298;
SB 735;
HB 1234;
HB 528;
SB 421;
HB 541;
SB 274;
SB 83;
HB 15;
HB 843;
SB 880;
HB 81;
HB 85;
SB 206;
HB 137;
HB 381;
HB 510;
SB 321;
HB 883;
SB 791;
HB 1219;
SB 893;

HB 613;
SB 764;
HB 112;
HB 309;
SB 574;
HB 579;
SB 494;
HB 984;
SB 367;
SB 79;
HB 184;
SB 218;
HB 380;
SB 223;
HB 395;

SB 240;
HB 46;
HB 50;
SB165; 
HB 268;
HB 384;
SB 248;
HB 549;
SB 555;
HB 1279;
SB 955;
SB 828;
HB 988;",A021538, Patrick  Thomas Reynolds, AFT-Maryland, AFT-Maryland, Labor Union,1,Education - Miscellaneous,,2,Higher Education,,3,State Government - Personnel,,4,Local Government - Generally,,,,
SB259,A021540, Derek L. Crawford," Altria Client Services LLC and its Affiliates - Philip Morris USA Inc., John Middleton Co., U.S. Smokeless Tobacco Co. and Helix Innovations LLC",, Tobacco Manufacturer,1,Other,"Altria Client Services LLC and its Affiliates - Philip Morris USA Inc., John Middleton Co., U.S. Smokeless Tobacco Co., & Helix Innovations LLC",2,Public Health,"Tobacco-related issues for Altria Client Services LLC and its Affiliates - Philip Morris USA Inc., John Middleton Co., U.S. Smokeless Tobacco Co. & Helix Innovations LLC",,,,,,,,,
"HB0033;
HB0039;
HB0046;
HB0181;
HB0223;
HB0419;
HB0442;
HB0494;
HB0498;
HB0549;
HB0551;
HB0552;
HB0689;
HB0711;
HB0720;
HB0741;
HB0807;
HB0935;
HB0969;
HB0995;
HB0996;
HB1034;
HB1065;
HB1068;
HB1082;
HB1124;
HB1132;
HB1189;
HB1213;
SB0169;
SB0192;
SB0197;
SB0328;
SB0408;
SB0547;
SB0549;
SB0555;
SB0576;
SB0698;
SB0767;
SB0790;
SB0799;
SB0800;
SB0801;
SB0822;
SB0844;
SB0862;
SB0868;
SB0973",A021543, Keith  Walmsley, Walmsley Strategies, Microsoft Corporation, software development,1,Operating Budget,,2,Other,technology,3,Capital Budget,,,,,,,
,A021545, Keith  Walmsley, Walmsley Strategies," SHI International, Corporation", global provider of information technology products and services,1,Transportation - Generally,,,,,,,,,,,,,
,A021546, Keith  Walmsley, Walmsley Strategies," SHI International, Corporation", global provider of information technology products and services,1,Transportation - Generally,,,,,,,,,,,,,
"HB0039;
HB0046;
HB0262;
HB0549;
HB0741;
HB0807;
HB0955;
SB0555;
SB0576;
SB0698;
SB0862;
SB0973",A021547, Keith  Walmsley, Walmsley Strategies," CarMax, Inc.", vehicle sales,1,Vehicle Laws - Miscellaneous,,2,Other,automobile industry,3,Commercial Law - Credit Regulation,,,,,,,
"HB0033;
HB0037;
HB0039;
HB0046;
HB0086;
HB0337;
HB0397;
HB0549;
HB0741;
HB0807;
HB1163;
HB1290;
SB0006;
SB0090;
SB0153;
SB0169;
SB0189;
SB0555;
SB0576;
SB0698;
SB0862;
SB0959;
SB0973",A021549, Keith  Walmsley, Walmsley Strategies, Securities Industry Financial Markets Association (SIFMA), Securities industry,1,Other,securities,2,Commercial Law - Consumer Protection,,3,Corporations and Associations,,,,,,,
"HB0033;
HB0037;
HB0039;
HB0046;
HB0050;
HB0099;
HB0118;
HB0225;
HB0262;
HB0282;
HB0371;
HB0379;
HB0392;
HB0400;
HB0457;
HB0476;
HB0494;
HB0548;
HB0549;
HB0625;
HB0686;
HB0729;
HB0741;
HB0807;
HB0832;
HB0837;
HB0845;
HB0913;
HB1150;
HB1223;
SB0065;
SB0090;
SB0169;
SB0238;
SB0277;
SB0307;
SB0316;
SB0445;
SB0476;
SB0550;
SB0555;
SB0576;
SB0698;
SB0861;
SB0862;
SB0904;
SB0929;
SB0943;
SB0973",A021551, Keith  Walmsley, Walmsley Strategies, Mid-Atlantic Financial Services Association, financial services,1,Financial Institutions,,2,Commercial Law - Consumer Protection,,3,Commercial Law - Credit Regulation,,,,,,,
"HB0033;
HB0037;
HB0039;
HB0046;
HB0067;
HB0379;
HB0392;
HB0549;
HB0741;
HB0807;
SB0090;
SB0169;
SB0496;
SB0555;
SB0576;
SB0698;
SB0861;
SB0862;
SB0929;
SB0973",A021553, Keith  Walmsley, Walmsley Strategies, Fiserv, financial services,1,Other,IT products and solutions,,,,,,,,,,,,
HB1187,A021555, Keith  Walmsley, Walmsley Strategies," Turo, Inc.", Peer-to-peer car rental service,1,Transportation - Generally,,,,,,,,,,,,,
"HB0033;
HB0037;
HB0050;
HB0097;
HB0189;
HB0379;
HB0392;
HB0536;
HB0660;
HB0664;
HB0746;
HB0807;
HB0854;
HB0994;
HB1293;
SB0037;
SB0088;
SB0090;
SB0165;
SB0169;
SB0173;
SB0221;
SB0505;
SB0544;
SB0576;
SB0698;
SB0862;
SB0929;
SB0973",A021557, Keith  Walmsley, Walmsley Strategies,, trade association,1,Other,"consumer products, privacy",2,Other,consumer reporting agencies,,,,,,,,,
"HB0033;
HB0037;
HB0039;
HB0046;
HB0050;
HB0099;
HB0118;
HB0142;
HB0181;
HB0225;
HB0262;
HB0282;
HB0337;
HB0371;
HB0379;
HB0392;
HB0400;
HB0457;
HB0476;
HB0494;
HB0548;
HB0549;
HB0556;
HB0625;
HB0686;
HB0729;
HB0741;
HB0807;
HB0832;
HB0837;
HB0845;
HB0913;
HB1150;
HB1223;
SB0065;
SB0081;
SB0090;
SB0197;
SB0238;
SB0270;
SB0277;
SB0307;
SB0316;
SB0445;
SB0476;
SB0516;
SB0550;
SB0555;
SB0576;
SB0698;
SB0861;
SB0862;
SB0904;
SB0929;
SB0943;
SB0973",A021559, Keith  Walmsley, Walmsley Strategies,, banking,1,Financial Institutions,,2,Commercial Law - Consumer Protection,,3,Commercial Law - Credit Regulation,,4,Corporations and Associations,,,,
"Digitization of Government Services, procurement, IT",A021561, Marina T Hardy, Imperium Global Advisors, GCOM, information technology,1,Other,"Digitization of Government Services, procurement, information technology",,,,,,,,,,,,
"HB0033;
HB0034;
HB0037;
HB0039;
HB0046;
HB0050;
HB0067;
HB0086;
HB0097;
HB0099;
HB0118;
HB0142;
HB0181;
HB0189;
HB0223;
HB0225;
HB0254;
HB0262;
HB0282;
HB0337;
HB0371;
HB0379;
HB0392;
HB0397;
HB0400;
HB0419;
HB0442;
HB0457;
HB0476;
HB0494;
HB0498;
HB0536;
HB0548;
HB0549;
HB0551;
HB0552;
HB0556;
HB0625;
HB0660;
HB0664;
HB0669;
HB0686;
HB0689;
HB0711;
HB0720;
HB0729;
HB0741;
HB0746;
HB0806;
HB0807;
HB0832;
HB0837;
HB0845;
HB0854;
HB0867;
HB0913;
HB0935;
HB0955;
HB0969;
HB0994;
HB0995;
HB0996;
HB1034;
HB1060;
HB1065;
HB1068;
HB1082;
HB1124;
HB1132;
HB1150;
HB1163;
HB1187;
HB1189;
HB1213;
HB1223;
HB1290;
HB1293;
SB0006;
SB0037;
SB0065;
SB0081;
SB0088;
SB0090;
SB0153;
SB0165;
SB0169;
SB0173;
SB0189;
SB0192;
SB0197;
SB0221;
SB0238;
SB0270;
SB0277;
SB0307;
SB0316;
SB0328;
SB0408;
SB0445;
SB0455;
SB0476;
SB0496;
SB0505;
SB0516;
SB0544;
SB0547;
SB0549;
SB0550;
SB0555;
SB0576;
SB0591;
SB0685;
SB0698;
SB0766;
SB0767;
SB0790;
SB0799;
SB0800;
SB0801;
SB0822;
SB0844;
SB0861;
SB0862;
SB0868;
SB0904;
SB0929;
SB0943;
SB0959;
SB0973",A021563, Keith  Walmsley, Walmsley Strategies, Walmsley Strategies, public policy consulting,1,Commercial Law - Consumer Protection,,2,Commercial Law - Credit Regulation,,3,Corporations and Associations,,4,Financial Institutions,,5,Other,issues pertinent to clients
economic and community development,A021565, Marina Taft Hardy, Taft Hardy & Associates, Cumberland Economic Development Corporation, Economic Development,1,Economic and Community Development,,,,,,,,,,,,,
Discussed HB 550 with Members and Staff from the Maryland House of Delegates; Discussed Senate Bill 548 with Members and Staff from the Maryland Senate; Discussed SB 224 with Members and Staff from the Maryland Senate; Testified in support of HB 550; Attended bill signing for HB 550 and SB 224; Accompanied company executives and attended official state events in Baltimore and Annapolis with the Governor on March 13 and April 3rd.,A021567, Matthew Edwin Chen," SemaConnect, LLC", SemaConnect, Electric Vehicle Supply Equipment,1,Transportation - Generally,Electric Vehicle Program Funding and Deployment,2,Taxes - Transportation,Electric Vehicle Charging Incentives and Rebates,,,,,,,,,
"Legislation during session related to individuals with disabilities, healthcare access and delivery, education, transportation;  capital and operating budget",A021569, Emily  Arneson, Kennedy Krieger Institute, Kennedy Krieger Institute, Center for serving children with nueurological disabilities,1,Capital Budget,,2,Disabled,,3,Health Occupations,,4,Education - Miscellaneous,,5,Children,
Cybersecurity,A021571, Marina T Hardy, Imperium Global Advisors," Tanium c/o National Strategies, LLC", Cybersecurity,1,Other,cyber security,,,,,,,,,,,,
,A021573, John  Spinello," Astellas Pharma US, Inc."," Astellas Pharma US, Inc.", Pharmaceutical,1,Other,"healthcare, taxation",,,,,,,,,,,,
HB 1217; SB 805,A021575, Amy   Prentice," AstraZeneca Pharmaceuticals, LP"," AstraZeneca Pharmaceuticals, LP", Pharmaceutical Manufacturer,1,Insurance - Health,Pharmaceuticals,2,Other,Business,3,Other,Pharmaceuticals,,,,,,
,A021577, Frann G Francis, AOBA,, Real Estate Trade Association,1,Real Property,,2,Utility Registration,,,,,,,,,,
HB33; SB169; HB192; SB269; HB337; SB496; HB46; HB548; SB550,A021579, Philip R. Pulliam, Bank of America Corporation,, Banking,1,Financial Institutions,,2,Corporations and Associations,,3,Economic and Community Development,,,,,,,
,A021581, Ryan  Washington, AOBA,, Real Estate Trade Association,1,Real Property,,2,Real Property,,3,Taxes - Property,,4,Utility Registration,,,,
Alzheimer's research; Health; Elderly; Disabled,A021583, Eric  Colchamiro, Alzheimers Association, Alzheimer's Association, Non profit organization,1,Elderly,nursing homes assisted living facilities Alzheimer's and other dementias caregiving respite Maryland Department of Health Maryland Department of Aging healthcare quality healthcare access hospitals,,,,,,,,,,,,
"H.B.9/S.B.19 Equity in Transportation Sector - Guidelines and Analyses 

H.B.12/S.B.151 Equitable and Inclusive Transit-Oriented Development Enhancement Act 

H.B.48/S.B.101 Maryland Medical Assistance Program - Collaborative Care Model Services - Implementation and Reimbursement Expansion 

H.B.111/S.B.26 Maryland Medical Assistance Program and Maryland Children's Health Program - Eligibility and Enrollment 

H.B.121/S.B.8 Mental Health - Treatment Plans for Individuals in Facilities and Residence Grievance System 

H.B.200/S.B.181 Operating Budget 

H.B.201/S.B.182 Capital Budget 

H.B.202/S.B.183 Budget Reconciliation and Financing Act 

H.B.214/S.B.281 Commission on Public Health - Establishment 

H.B.271/S.B.3 9-8-8 Trust Fund - Funding 

H.B.274/S.B.387 Task Force on Reducing Emergency Department Wait Times 

H.B.283/S.B.460 Maryland Medical Assistance Program - Gender-Affirming Treatment (Trans Health Equity Act) 

H.B.307/S.B.858 Firearm Safety - Storage Requirements and Youth Suicide Prevention (Jaelynn's Law) 

H.B.321 Cigarette Restitution Fund - Payments for Sale and Marketing of Electronic Smoking Devices - Use 

H.B.322/S.B.255 Public Health - Home- and Community-Based Services for Children and Youth 

H.B.333/S.B.404 Hospitals – Financial Assistance – Medical Bill Reimbursement Process 

H.B.351/S.B.376 Health Occupations – Licensed Direct-Entry Midwives – Previous Cesarean Section 

H.B.382/S.B.895 Maryland Department of Health and Prescription Drug Affordability Board - Managed Care Organizations and Prescription Drug Claims - Study 

H.B.384/S.B.248 Institutions of Higher Education - Transcripts - Prohibition on Punitive Measures Related to Student Debt 

H.B.454/SB187 Health Occupations - Licenses, Certificates, and Registrations - Lawful Presence and Identification Numbers 

H.B.491/S.B.465 Transportation - Commission to Study Establishing a Baltimore Regional Transit Authority 

H.B.522 Institutions of Postsecondary Education - Institutional Debt - Report 

H.B.549/S.B.555 Fair Wage Act of 2023 

H.B.552/S.B.549 Economic Development - Build Our Future Grant Pilot Program and Fund (Innovation Economy Infrastructure Act of 2023) 

H.B.570 Public Health - Prescription Opioids - Deactivation Systems 

H.B.571/S.B.954 Opioids - Opioid Restitution Advisory Council and Fund and Overdose Response Program 

H.B.573/S.B.263 Maryland Higher Education Commission - Access to Mental Health Advisory Committee - Establishment 

H.B.588/S.B.365 Health Insurance - Qualified Resident Enrollment Program (Access to Care Act) 

H.B.611/S.B.960 State Board of Nursing – Sunset Extension, Licensure Exceptions, and Board Operations and Membership 

H.B.626/S.B.560 Animal Testing and Research - Human-Relevant Research Funding and Animal Testing and Research Contributions 

H.B.675/S.B.493 Commission to Study Trauma Center Funding in Maryland 

H.B.716/S.B.474 Managed Care Organizations - Retroactive Denial of Reimbursement - Information in Written Statement 

H.B.781/S.B.699 Maryland Technology Development Corporation - Equitech Growth Fund and Commission 

H.B.786/S.B.648 Electronic Health Networks and Electronic Medical Records - Nursing Homes - Release of Records 

H.B.808/S.B.859 Reproductive Health Protection Act 

H.B.811/S.B.914 Hospitals – Testing for Fentanyl (The Josh Siems Act) 

H.B.812/S.B.786 Health - Reproductive Health Services - Protected Information and Insurance Requirements 

H.B.823/S.B.480 Mental Health – Assisted Outpatient Treatment Programs 

H.B.923 /S.B.662 Higher Education - Appointment of Secretary and Student Financial Assistance - Accommodations at Public Institutions for Religious Beliefs 

H.B.953/S.B.618 Public Health - Overdose and Infectious Disease Prevention Services Program 

H.B.988/S.B.828 Family and Medical Leave Insurance Program – Modifications 

H.B.1108 Health Insurance Carriers and Managed Care Organization - Participation on Provider Panels 

H.B.1146 Maryland Medical Assistance Program – Adult and Pediatric Dental Services – Review of Reimbursement Rates 

H.B.1134 Maryland Building Performance Standards – Fossil Fuel Use and Electric–Ready Standards 

H.B.1146 Maryland Medical Assistance Program - Adult and Pediatric Dental Services - Review of Reimbursement Rates 

H.B.1148/S.B.582 Behavioral Health Care - Treatment and Access (Behavioral Health Model for Maryland) 

H.B.1156 Pharmacists - Therapy Management Contract – Form 

H.B.1189/S.B.0801 Economic Development - Cybersecurity - Cyber Maryland Program 

S.B.0495 Research Facilities and Testing Facilities That Use Animals - Licensing and Regulation 

S.B.534 Preserve Telehealth Access Act of 2023 

S.B.1 Criminal Law – Wearing, Carrying or Transporting Firearms – Restrictions (Gun Safety Act of 2023)",A021585, Anne  Coble, Johns Hopkins, Johns Hopkins, All matters relating to higher education and health care,1,Other,All matters relating to higher education and health care,,,,,,,,,,,,
